gutenberg_id,goodreads_id,goodreads_title,goodreads_author,goodreads_description,goodreads_average_rating,goodreads_rating_dist,goodreads_ratings_count,goodreads_text_reviews_count,goodreads_num_pages,goodreads_publisher,goodreads_language_code,goodreads_image_url,goodreads_small_image_url,goodreads_isbn,goodreads_isbn_13,goodreads_link
30108,104095,The Quality of Mercy,Faye Kellerman,"Rebecca Lopez enjoys a life of privilege in Elizabeth's England -- yet she guards secrets she dares not reveal. The beautiful, tempestuous daughter of the queen's own physician, Rebecca is also a <em>converso</em> -- a Jew who practices her prohibited religion clandestinely -- helping others of her banned faith escape persecution and death. And her insatiable hunger for excitement often takes her to the bustling streets of London in male garb to experience the kind of adventure available only to men. But one such outing is leading her into a dangerous viper's nest built of intrigue and foul murder in the company of a dashing young actor who inflames her romantic passions, even as he escorts her toward peril, a charming and fearless would-be playwright who calls himself <em>Will Shakespeare.</em>",3.73,5:316|4:452|3:327|2:73|1:58|total:1226,1098,67,656,Avon,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0380732696,9780380732692,https://www.goodreads.com/book/show/104095.The_Quality_of_Mercy
30109,21395650,The Russian Garland being Russian Folk Tales,Various,,3.00,5:0|4:0|3:1|2:0|1:0|total:1,1,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/21395650-the-russian-garland-being-russian-folk-tales
30110,21319956,Name and Fame A Novel,Adeline Sergeant,,4.00,5:1|4:2|3:1|2:0|1:0|total:4,4,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/21319956-name-and-fame-a-novel
30111,7504363,A Noble Woman,Ann Sophia Stephens,"Ann Sophia Stephens (1813-1886), who also wrote under the pseudonym Jonathan Slick, was an American novelist. Born in Derby, Connecticut, she was an author of dime novels and is credited as the progenitor of that genre. Her work was also serialized in Godey's Lady's Book, The Ladies' Companion, and Graham's Magazine. The term ""dime novel"" originated with Stephens's Malaeska: The Indian Wife of the White Hunter, printed in the first book in Beadle &amp; Adams Beadle's Dime Novels series, dated June 9, 1860. The novel was a reprint of Stephens's earlier serial that appeared in The Ladies' Companion magazine in February, March, and April of 1839. Later, the Grolier Club listed Malaeska as the most influential book of 1860. Her other works include: High Life in New York (1843), Alice Copley: A Tale of Queen Mary's Time (1844), The Diamond Necklace and Other Tales (1846), Fashion and Famine (1854), The Old Homestead (1855), The Rejected Wife (1863) and A Noble Woman (1871).",3.50,5:0|4:3|3:0|2:1|1:0|total:4,2,1,528,Dodo Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,140999306X,9781409993063,https://www.goodreads.com/book/show/7504363-a-noble-woman
30112,21798760,"Development of the Phonograph at Alexander Graham Bell's Volta Laboratory Contributions from the Museum of History and Technology, United States National Museum Bulletin 218, Paper 5, (pages 69-79)",Leslie J. Newville,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/21798760-development-of-the-phonograph-at-alexander-graham-bell-s-volta-laborator
30113,46389496,The One-Way Trail: A Story of the Cattle Country,Ridgwell Cullum,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/46389496-the-one-way-trail
30114,9181712,The Journal of Submarine Commander Von Forstner,Georg-Günther von Forstner,"This is an EXACT reproduction of a book published before 1923. This IS NOT an OCR'd book with strange characters, introduced typographical errors, and jumbled words. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.",3.22,5:7|4:7|3:17|2:8|1:2|total:41,13,3,212,Nabu Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1146463219,9781146463218,https://www.goodreads.com/book/show/9181712-the-journal-of-submarine-commander-von-forstner
30115,2042018,Tante Rosa,Sevgi Soysal,"İletişim Yayınları Sevgi Soysal’ın bütün eserlerini yayımlıyor. İlk kitap Tante Rosa, Sevgi Soysal’ın ölüm yıldönümü olan 22 Kasım’ın haftasında çıktı. 1968’de yayımlandığında, çocukluğu Birinci Dünya Savaşı Almanya’sında geçmiş, Rosa adlı bir kadının hayat hikâyeciklerini içeren bu roman, edebiyat çevrelerini şaşırtmış ancak pek de anlaşılamamış. Sevgi Soysal’ı 12 Mart dönemi edebiyatı yoluyla tanıyan okura ise hiç ulaşamamış. Oysa Tante Rosa, Sevgi Soysal’ı 12 Mart döneminin simge yazarı yapanın yalnızca 12 Mart değil, Tante Rosa’da ilk filizlerini veren cesur bir kadınca duyarlılık olduğunun en güzel ispatı. Bütün Eserleri dizisinde önce kronolojik bir sırayla romanları yayımlanacak Sevgi Soysal’ın. Tante Rosa’dan sonra sırada kadın-erkek ilişkisi ve evlilik temasını işlediği romanı Yürümek var. Soysal bu romanıyla (1970) TRT Sanat Ödülleri Yarışması Başarı Ödülü’nü kazanmış. Ve yine bu romanı nedeniyle müstehcenlik gerekçesiyle yargılanmış. Daha sonra gelen Yenişehir’de Bir Öğle Vakti, özellikle Ankaralı solcuların çok sevdiği, etkilendiği bir roman. Oradaki Ali karakteri, ideal bir devrimci modelidir; bir kuşak onu örnek alarak devrimciliği öğrenir. Bir sonraki romanı Şafak ise Murat Belge’nin sözleriyle “devrimci Türkiye romanı için çok yeni ve çok önemlidir” çünkü “Sevgi Soysal’ın olayların nesnelliği ve insanların öznelliği arasında kurduğu diyalektik ilişki, Marksist bir estetiğin ürünüdür.” Sevgi Soysal, kanser tedavisi için gittiği İngiltere’de “hastalık-tedavi ötesi şeyler yapmaya” çalışır. Burada yazmaya başladığı romanı Hoşgeldin Ölüm yarım kalır. İletişim Yayınları’ndan çıkacak Hoşgeldin Ölüm’ün ardına Sevgi Soysal’la aynı dönemde yaşamış ve yazmış, Attilâ İlhan, Oya Baydar, Tomris Uyar, Adalet Ağaoğlu, Ahmet Oktay ve Vüs’at Bener gibi isimlerin tanıklıkları eklenecek. Hoşgeldin Ölüm, bu haliyle belki de bir hüzün kitabı olacak. Yıldırım Bölge Kadınlar Koğuşu, romanlardan sonra ilk yayımlanacak anı kitabı. Muzip bir dille yazılmış bu anılar, tefrika edilirken bazı solcuların tepkisini çekmiş. Öykü kitabı Barış Adlı Çocuk, 12 Mart öncesini, daha sonraki değişimi ve hastalığı konu ediyor. Yeni Ortam ve Politika gazetelerine yazdığı yazılarının toplandığı Bakmak ise ilk öykü kitabı Tutkulu Perçem’in ardından yayımlanacak. Yıldırım Türker, bu siyasi deneme yazılarının gazete yazarı olmaya kalkmasındaki en önemli neden olduğunu söylüyor. Türker, Sevgi Soysal’ın kendisi için “ilkgençliğinde dünyayla arasına gerili; şefkatle harelenmiş bir zekâ, isyankâr bir neşe, kül yutmaz bir duruştan dokunmuş bir tül” olduğunu yazıyor. Sevgi Soysal’ın İletişim’den çıkacak son eseri ise daha önce yayımlanmamış oyunu Venüslü Kadınlar. Yayına hazırlanan bir diğer kitap da, Sevgi Soysal’ın eserleri üzerine edebiyat eleştirisi ağırlıklı yazılardan oluşan bir derleme. Genç yaşta kaybettiğimiz Sevgi Soysal’ın bütün eserleriyle yeniden gündeme gelmesi, onunla büyümüş bir kuşağın ona borcunu ödemesi, onu tanımadan büyümüş bir kuşak içinse önemli bir fırsattır.<br /><br />Tante Rosa'dan<br /><br />""...Bu işin bir başka işten ne ayrıcalığı var? Bir adamın paltosu için para almakla b.. için para almak arasında ne... fark var? Bu da bütün insanca işler kadar pis. Günler geçiyordu bu uykuyla uyanıklık arasında. İnsan hiçbir şeylere aldırmamaya bir başladı mı. Ne kendi durumunu ne de bütün durumları üstünde durmaya değer bulmadı mı? Bu bir kış uykusudur ki hiçbir yaz sökemez. Ne ışığı kapatıp uyuyor, ne okuyor ne de sevişiyor: Yatıyordu. Bazen yorgandan ayağını çıkarıp saatlerce bakıyordu. Yarın yıkarım ayaklarımı, yarın yıkarım, yıkamıyordu, ayaklarının az kirlendiğine şaşarak bakıyordu. İnsan geçmişini unutabilir...""",4.24,5:666|4:510|3:215|2:40|1:9|total:1440,1404,107,105,İletişim Yayınları,tur,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265362503l/2042018._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265362503l/2042018._SY75_.jpg,,9789750500923,https://www.goodreads.com/book/show/2042018.Tante_Rosa
30116,12672204,Graham's Magazine Vol XXXIII No. 4 October 1848,MVB E-Books,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3655286694,9783655286692,https://www.goodreads.com/book/show/12672204-graham-s-magazine-vol-xxxiii-no-4-october-1848
30117,34925895,ABC: Petits Contes,Jules Lemaître,ABC: Petits Contes by Jules Lemaitre,3.00,5:0|4:0|3:1|2:0|1:0|total:1,1,0,64,Createspace Independent Publishing Platform,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492977314l/34925895._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492977314l/34925895._SX50_.jpg,1545245630,9781545245637,https://www.goodreads.com/book/show/34925895-abc
30118,11341765,"Masonic Monitor of the Degrees of Entered Apprentice, Fellow Craft and Master Mason together with the Ceremony of Installation, Laying Corner Stones, Dedications, Masonic Burial, Etc.",George Thornburgh,,3.60,5:16|4:9|3:13|2:5|1:4|total:47,47,4,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/11341765-masonic-monitor-of-the-degrees-of-entered-apprentice-fellow-craft-and-m
30119,20759988,The Calvinistic Doctrine of Predestination Examined and Refuted,Francis Hodgson,,2.94,5:3|4:4|3:3|2:3|1:4|total:17,12,4,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/20759988-the-calvinistic-doctrine-of-predestination-examined-and-refuted
30120,779021,The Happy Prince and Other Tales,Oscar Wilde,"Oscar Wilde made up these very special fairy stories for children. He was telling them more than stories about princes, giants, nightingales, and roses, he was teaching them about life and the way to live it. You will find in them so much sweetness and tenderness you will never forget them.<br /><br />They can be read aloud to children of six, and everybody will want a copy for their own private delight when they are older. There is no age for this book - it is a brilliant and haunting treasure house for everybody.<br /><br />The drawings by the famous Danish artist, Lars Bo, have been specially made for this Puffin edition.",4.14,5:5631|4:5014|3:2479|2:444|1:99|total:13667,8328,396,96,Everyman's Library,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320435766l/779021._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320435766l/779021._SX50_.jpg,0679444734,9780679444732,https://www.goodreads.com/book/show/779021.The_Happy_Prince_and_Other_Tales
30121,19051598,"The Art of Confectionary Shewing the Various Methods of Preserving All Sorts of Fruits, Dry and Liquid; viz. Oranges, Lemons, Citrons, Golden Pippins, ... Clarifying, and the Different Ways of Bo...",Edward Lambert,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,3.32,5:3|4:8|3:3|2:2|1:3|total:19,14,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19051598-the-art-of-confectionary-shewing-the-various-methods-of-preserving-all-s
30122,2648946,Entre naranjos,Vicente Blasco Ibáñez,"Como sus coetaneos del 98, Blasco lbanez sintio a Espana como el que mas, y bajo la etiqueta de epigono del Naturalismo hay en realidad un escritor original, impulsivo e impetuoso. Entre naranjos tiene la estructura de un viaje interior por el alma de sus protagonistas, Rafael y Leonora, y especialmente por el espiritu de Rafael que actua de catalizador de la vida de Leonora, mucho mas interesante y compleja. La musica y la politica son los temas a traves de los cuales se viven momentos de amor de una intensidad romantica y modernista.",3.75,5:70|4:98|3:84|2:24|1:3|total:279,164,7,355,Ediciones Catedra,spa,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366868815l/2648946._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366868815l/2648946._SY75_.jpg,8437615852,9788437615851,https://www.goodreads.com/book/show/2648946-entre-naranjos
30123,1156110,Micromegas,Voltaire,,3.69,5:658|4:1073|3:842|2:250|1:69|total:2892,2159,103,38,Penguin Classics,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0140389024,9780140389029,https://www.goodreads.com/book/show/1156110.Micromegas
30124,18755997,"Astounding Stories, February, 1931",Harry Bates,,3.62,5:1|4:3|3:4|2:0|1:0|total:8,5,1,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18755997-astounding-stories-february-1931
30125,11473079,The Flute of the Gods,Marah Ellis Ryan,,1.50,5:0|4:0|3:1|2:0|1:3|total:4,4,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/11473079-the-flute-of-the-gods
30126,17317310,"The Church, the Schools, and Evolution",J.E. Conant,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,92,The Bible Institute Colportage Ass'n,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359914020l/17317310._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359914020l/17317310._SX50_.jpg,,,https://www.goodreads.com/book/show/17317310-the-church-the-schools-and-evolution
30127,19126637,Tales from Dickens,Charles Dickens,"Charles John Huffam Dickens was an English writer and social critic. He created some of the world's most memorable fictional characters and is generally regarded as the greatest novelist of the Victorian period. During his life, his works enjoyed unprecedented fame, and by the twentieth century his literary genius was broadly acknowledged by critics and scholars. His novels and short stories continue to be widely popular. -Wikipedia",1.00,5:0|4:0|3:0|2:0|1:1|total:1,0,0,294,Createspace Independent Publishing Platform,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1490592032,9781490592039,https://www.goodreads.com/book/show/19126637-tales-from-dickens
30128,32271274,Where Strongest Tide Winds Blew,Robert McReynolds,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,Wentworth Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1374334340,9781374334342,https://www.goodreads.com/book/show/32271274-where-strongest-tide-winds-blew
30129,1524741,Old French Fairy Tales,Comtesse de Ségur,"Many of the earliest books, particularly those dating back to the 1900s and before, are now extremely scarce and increasingly expensive. We are republishing these classic works in affordable, high quality, modern editions, using the original text and artwork.",3.96,5:123|4:93|3:80|2:19|1:6|total:321,135,11,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1410105695,9781410105691,https://www.goodreads.com/book/show/1524741.Old_French_Fairy_Tales
30130,11134522,"Due South; Or, Cuba Past and Present",Maturin Murray Ballou,"Maturin Murray Ballou (1820-1895) was an American journalist, editor, historian and author. He was editor of Flag of the Union, Gleason's Pictorial and Ballou's Monthly and in 1872 became editor-in-chief of the Boston Daily Globe, of which he was one of the founders. He was a publisher of pulp dime novels, many of which he wrote himself under the pseudonym ""Lieutenant Murray."" His works include: Albert Simmons; or, The Midshipman's Revenge (1845), The Gipsey Daughter; or, The Fortunes of a Spanish Cavalier (1851), The Circassian Slave; or, The Sultan's Favorite (1851), Biography of Rev. Hosea Ballou (1852), History of Cuba (1854), The Duke's Prize and Other Stories (1855), Pearls of Thought (1880), Due West; or, Round the World in Ten Months (1884), Due South; or, Cuba Past and Present (1885), Due North; or, Glimpses of Scandinavia and Russia (1887), Foot-Prints of Travel; or, Journeyings in Many Lands (1889), The New Eldorado: A Summer Journey to Alaska (1889), Equatorial America (1892), Edge-Tools of Speech (1895) and Aztec Land (1896).",4.00,5:1|4:0|3:1|2:0|1:0|total:2,1,1,246,Dodo Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1409992861,9781409992868,https://www.goodreads.com/book/show/11134522-due-south-or-cuba-past-and-present
30131,19192083,Nye and Riley's Wit and Humor (Poems and Yarns),"Edgar Wilson ""Bill"" Nye",,3.33,5:1|4:0|3:1|2:1|1:0|total:3,1,0,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19192083-nye-and-riley-s-wit-and-humor
30132,11139448,The Canon of the Bible,Samuel Davidson,,3.70,5:8|4:10|3:8|2:3|1:1|total:30,29,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/11139448-the-canon-of-the-bible
30133,26027142,"Notes and Queries, Number 217, December 24, 1853 A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",Various,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/26027142-notes-and-queries-number-217-december-24-1853-a-medium-of-inter-commu
30134,11931975,Elementary Theosophy,L.W.  Rogers,,3.74,5:8|4:5|3:7|2:2|1:1|total:23,17,0,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/11931975-elementary-theosophy
30135,20628903,Walter Pieterse-A Story of Holland,Multatuli,"From Preface: ""Most of us know that The Hague is somewhere in Holland; and we all know that Queen Wilhelmina takes a beautiful picture; but to how many of us has it occurred that the land of Spinoza and Rembrandt is still running a literary shop? How many of us have ever heard of Eduard Douwes Dekker? Very few, I fear, except professional critics. And yet, the man who, forty years ago, became famous as Multatuli (I have borne much), was not only the greatest figure in the modern literature of the Netherlands, but one of the most powerful and original writers in the literature of the world. An English critic has called him the Heine of Holland; Anatole France calls him the Voltaire of the Netherlands. Eduard Douwes Dekker was born in 1820, at Amsterdam, his father being the captain of a merchantman trading in the Dutch colonies. At the age of eighteen Dekker sailed on his father’s vessel for the East Indies, determined to abandon the business career that had been mapped out for him and enter the colonial service. In 1839 he received a clerkship in the civil service at Batavia. He now remained in the employ of the government for seventeen years, being promoted from one grade to another until he was made Assistant Resident of Lebak in 1856. In this important position he used his influence to better the condition of the natives; but, to his sorrow, he soon found that he did not have the support of his superiors. What he conceived to be right clashed with the line of conduct he was expected to follow. In a rash moment of “righteous indignation” he handed in his resignation; and it was accepted. This hasty step put an end to a brilliant political career and entailed upon Dekker years of disappointment and hardship. Seeing that he was pursuing the wrong method to help either the Javanese, or himself, he immediately tried to get reinstated, but without success. In 1857 he returned to Holland and applied to the home government, hoping to be vindicated and restored to his post. Again he was disappointed. The government offered him another desirable position; but, as it was a matter of principle with Dekker, he declined it. When he saw that it was useless to importune the government further, Dekker made his appeal to the people in “Max Havelaar” (1860). The book was an instant success and made the name of Multatuli famous. Through the perfidy of a supposed friend, however, Dekker failed to get very substantial material rewards from this work. For ten years yet he was struggling with poverty.""",3.57,5:32|4:70|3:60|2:20|1:4|total:186,1,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/20628903-walter-pieterse-a-story-of-holland
30136,11085311,A Short History of The Book of Common Prayer,William Huntington,This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.,3.84,5:11|4:8|3:11|2:1|1:1|total:32,31,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/11085311-a-short-history-of-the-book-of-common-prayer
30137,7622528,"Daisy Brooks; Or, a Perilous Love",Laura Jean Libbey,"Laura Jean Libbey (1862-1924) was an American writer. The highly popular author of fiction, her works were what became known as dime novels. Today they would be categorised as formulaic romance novels. In 1898, at the age of 36, she married a lawyer. In the 1920s some of her novels were filmed. Her works include: Fatal Wooing (1883), Madolin Rivers (1885), Forbidden Marriage (1888), Miss Middleton's Lover (1888), Leonie Locke (1889), Struggle for a Heart (1889), That Pretty Young Girl (1889), Heiress of Cameron Hall (1889), All for Love of a Fair Face (1889), Junie's Love-Test (1889), Daisy Brooks (1889), Little Rosebud's Lovers (1890), Willful Gaynell (1890), Ione: A Broken Love Dream (1890), Parted by Fate (1890), He Loved but Was Lured Away (1891) and Daisy Gordon's Folly (1892).",4.00,5:0|4:1|3:0|2:0|1:0|total:1,0,0,292,Dodo Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1409992934,9781409992936,https://www.goodreads.com/book/show/7622528-daisy-brooks-or-a-perilous-love
30138,2077880,Kaltblütig: Wahrheitsgemässer Bericht über einen mehrfachen Mord und seine Folgen,Truman Capote,"In Kansas wird eine von allen geachtete Familie auf ihrer Farm “kaltblütig” ermordet. Panik ergreift die Bürger der nahen Kleinstadt. Die beiden Täter werden schnell gefasst. Der autor besucht sie im Gefängnis und notiert alles, was sie ihm berichten. Sein aufregender Tatsachenroman ist eine zeitlose Studie über die Psychologie des Verbrechens.",4.07,5:192706|4:171997|3:81747|2:20615|1:12427|total:479492,3,0,380,Herbig,ger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477320640l/2077880.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477320640l/2077880._SY75_.jpg,3776620897,9783776620894,https://www.goodreads.com/book/show/2077880.Kaltbl_tig
30139,18984599,The Beauties of the State of Washington: A Book for Tourists,Harry F. Giles,,3.40,5:2|4:0|3:2|2:0|1:1|total:5,5,1,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18984599-the-beauties-of-the-state-of-washington
30140,15752349,Gone Fishing: A Novel in Verse,Tamera Will Wissinger,"Using a wide variety of poetic forms – quatrains, ballads, iambic meter, rhyming lists, concrete poetry, tercets and free verse –this debut author tells the story of a nine-year-old boy’s day of fishing. Sibling rivalry, the bond between father and son, the excitement – and difficulty -- of fishing all add up to a day of adventure any child would want to experience. <br /><br /> <br />Matthew Cordell illuminates this novel-in-verse throughout with his energetic black-and-white line drawings. <br /><br /> <br />While each poem can be read and enjoyed on its own, the poems work together to create a story arc with conflict, crisis, resolution and character growth.<br /><br /> <br />The back matter of this book equips the reader with a Poet's Tackle Box of tools and definitions for understanding the various poetic forms the author uses in this story.",4.02,5:650|4:573|3:312|2:81|1:45|total:1661,1608,330,128,Houghton Mifflin Books for Children,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348098618l/15752349._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348098618l/15752349._SX50_.jpg,0547820119,9780547820118,https://www.goodreads.com/book/show/15752349-gone-fishing
30141,24994270,"The Continental Monthly, Vol. 4, No. 5, November, 1863",Various,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/24994270-the-continental-monthly-vol-4-no-5-november-1863
