gutenberg_id,goodreads_id,goodreads_title,goodreads_author,goodreads_description,goodreads_average_rating,goodreads_rating_dist,goodreads_ratings_count,goodreads_text_reviews_count,goodreads_num_pages,goodreads_publisher,goodreads_language_code,goodreads_image_url,goodreads_small_image_url,goodreads_isbn,goodreads_isbn_13,goodreads_link
21515,29510205,Venice Preserved: A Tragedy in Five Acts,"Thomas, 1652-1685 Otway",,2.00,5:0|4:0|3:0|2:1|1:0|total:1,1,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/29510205-venice-preserved
21517,535856,The Diary of a Nobody,George Grossmith,"Weedon Grossmith's 1892 book presents the details of English suburban life through the anxious and accident-prone character of Charles Pooter. Pooter's diary chronicles his daily routine, which includes small parties, minor embarrassments, home improvements, and his relationship with a troublesome son. The small minded but essentially decent suburban world he inhabits is both hilarious and painfully familiar. This edition features Weedon Grossmith's illustrations and an introduction which discusses the story's social context.",3.71,5:2989|4:4256|3:3378|2:1024|1:332|total:11979,8770,610,176,Oxford University Press,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0192833278,9780192833273,https://www.goodreads.com/book/show/535856.The_Diary_of_a_Nobody
21518,8307133,The Glugs Of Gosh,C.J. Dennis,"The Glugs of Gosh is a satirical gallop through the world of the inhabitants of Gosh, a world that seems to be suspiciously full of the same frailties and absurdities as our own... from the pride and petulance of kings, judges, mayors and teachers to the dangers of importing luxury goods and exporting weapons, C. J. Dennis exhibits an unerring eye for immortalising the little failings and idiosyncrasies of human nature in entertaining, rollicking verse.<br /><br />This piquant Australian classic is fun for children and adults alike.",3.50,5:2|4:7|3:5|2:1|1:1|total:16,12,5,130,Angus & Robertson,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471921323l/8307133._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471921323l/8307133._SX50_.jpg,0207180679,9780207180675,https://www.goodreads.com/book/show/8307133-the-glugs-of-gosh
21519,841973,The Gods of Mars (Barsoom #2),Edgar Rice Burroughs,"After the long exile on Earth, John Carter finally returned to his beloved Mars. But beautiful Dejah Thoris, the woman he loved, had vanished. Now he was trapped in the legendary Eden of Mars -- an Eden from which none ever escaped alive.",3.87,5:4042|4:6028|3:4311|2:696|1:99|total:15176,12262,671,190,Random House Ballantine Del Rey,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0345324390,9780345324399,https://www.goodreads.com/book/show/841973.The_Gods_of_Mars
21520,8921,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"We owe <i>The Hound of the Baskervilles</i> (1902) to Arthur Conan Doyle's good friend Fletcher ""Bobbles"" Robinson, who took him to visit some scary English moors and prehistoric ruins, and told him marvelous local legends about escaped prisoners and a 17th-century aristocrat who fell afoul of the family dog. Doyle transmogrified the legend: generations ago, a hound of hell tore out the throat of devilish Hugo Baskerville on the moonlit moor. Poor, accursed Baskerville Hall now has another mysterious death: that of Sir Charles Baskerville. Could the culprit somehow be mixed up with secretive servant Barrymore, history-obsessed Dr. Frankland, butterfly-chasing Stapleton, or Selden, the Notting Hill murderer at large? Someone's been signaling with candles from the mansion's windows. Nor can supernatural forces be ruled out. Can Dr. Watson--left alone by Sherlock Holmes to sleuth in fear for much of the novel--save the next Baskerville, Sir Henry, from the hound's fangs?<p> Many Holmes fans prefer Doyle's complete short stories, but their clockwork logic doesn't match the author's boast about this novel: it's ""a real Creeper!"" What distinguishes this particular <i>Hound</i> is its fulfillment of Doyle's great debt to Edgar Allan Poe--it's full of ancient woe, low moans, a Grimpen Mire that sucks ponies to Dostoyevskian deaths, and locals digging up Neolithic skulls without next-of-kins' consent. ""The longer one stays here the more does the spirit of the moor sink into one's soul,"" Watson realizes. ""Rank reeds and lush, slimy water-plants sent an odour of decay ... while a false step plunged us more than once thigh-deep into the dark, quivering mire, which shook for yards in soft undulations around our feet ... it was as if some malignant hand was tugging us down into those obscene depths."" Read on--but, reader, watch your step! <i>--Tim Appelo</i></p>",4.11,5:82409|4:88715|3:42177|2:6211|1:1414|total:220926,185208,4656,256,Signet,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355929358l/8921._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355929358l/8921._SY75_.jpg,0451528018,9780451528018,https://www.goodreads.com/book/show/8921.The_Hound_of_the_Baskervilles
21521,296866,The Hunting of the Snark,Lewis Carroll,"<i>They sought it with thimbles, they sought it with care;<br />They pursued it with forks and hope;<br />They threatened its life with a railway-share;<br />They charmed it with smiles and soap.</i><br /><br />Lewis Carroll's magnificent nonsense poem The Hunting of the Snark features an unlikely cast of characters drawn from the Jabberwocky in Through the Looking Glass. This irresistible version is illustrated, and has an introduction by, Chris Riddell.<br /><br />This is a luxury edition with both black and white and colour artwork, ribbon marker and metallic blue sprayed edges.<br /><br />It was first published by Macmillan in 1876.",4.06,5:1960|4:1758|3:1040|2:224|1:60|total:5042,3462,163,27,Adamant Media Corporation,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1402186231,9781402186233,https://www.goodreads.com/book/show/296866.The_Hunting_of_the_Snark
21522,184591,"The Innocence of Father Brown (Father Brown, #1)",G.K. Chesterton,"Chesterton portrays Father Brown as a short, stumpy Roman Catholic priest, with shapeless clothes and a large umbrella, and an uncanny insight into human evil. ""How in Tartarus,"" cried Flambeau, ""did you ever hear of the spiked bracelet?"" -- ""Oh, one's little flock, you know!"" said Father Brown, arching his eyebrows rather blankly. ""When I was a curate in Hartlepool, there were three of them with spiked bracelets."" <br />Not long after he published <i>Orthodoxy,</i> G. K. Chesterton moved from London to Beaconsfield, and met Father O'Connor. O'Connor had a shrewd insight to the darker side of man's nature and a mild appearance to go with it--and together those came together to become Chesterton's unassuming Father Brown. Chesterton loved the character, and the magazines he wrote for loved the stories. <i>The Innocence of Father Brown</i> was the first collection of them, and it's a great lot of fun.",3.85,5:3529|4:4519|3:3148|2:777|1:226|total:12199,10020,563,232,Wildside Press,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0809592533,9780809592531,https://www.goodreads.com/book/show/184591.The_Innocence_of_Father_Brown
21523,129798,The King in Yellow and Other Horror Stories,Robert W. Chambers,"""Every story of <i>The King in Yellow</i> has something riveting about it … so perfectly realized, they became the model for much of twentieth-century horror/fantasy."" — <i>New York Press</i><br />One of the most important works of American supernatural fiction since those of Poe, <i>The King in Yellow</i> was among the first attempts to establish the horror of the nameless and the unimaginable. A treasured source used by almost all the significant writers in the American pulp tradition — H. P. Lovecraft, A. Merritt, Robert E. Howard, and many others — it endures as a work of remarkable power and one of the most chillingly original books in the genre.<br />This collection reprints all the supernatural stories from <i>The King in Yellow</i>, including the grisly ""Yellow Sign,"" the disquieting ""Repairer of Reputations,"" the tender ""Demoiselle d'Ys,"" and others. Robert W. Chambers' finest stories from other sources have also been added, such as the thrilling ""Maker of Moons"" and ""The Messenger."" In addition, an unusual pleasure awaits those who know Chambers only by his horror stories: three of his finest early biological science-fiction fantasies from <i>In Search of the Unknown</i> appear here as well.",3.69,5:1476|4:2494|3:2110|2:543|1:112|total:6735,6524,484,287,Dover Publications,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416873291l/129798._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416873291l/129798._SY75_.jpg,0486437507,9780486437507,https://www.goodreads.com/book/show/129798.The_King_in_Yellow_and_Other_Horror_Stories
21524,2932,Robinson Crusoe,Daniel Defoe,"Daniel Defoe relates the tale of an English sailor marooned on a desert island for nearly three decades. An ordinary man struggling to survive in extraordinary circumstances, Robinson Crusoe wrestles with fate and the nature of God. This edition features maps.",3.67,5:55045|4:77842|3:66754|2:20885|1:7434|total:227960,203492,3998,320,Modern Library,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403180114l/2932._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403180114l/2932._SY75_.jpg,0375757325,9780375757327,https://www.goodreads.com/book/show/2932.Robinson_Crusoe
21525,174852,The Man Who Knew Too Much,G.K. Chesterton,"A prolific and popular writer, G. K. Chesterton (1874–1936) is best known as the creator of detective-priest Father Brown (even though Chesterton's mystery stories constitute only a small fraction of his writings). The eight adventures in this classic British mystery trace the activities of Horne Fisher, the man who knew too much, and his trusted friend Harold March. Although Horne's keen mind and powerful deductive gifts make him a natural sleuth, his inquiries have a way of developing moral complications. Notable for their wit and sense of wonder, these tales offer an evocative portrait of upper-crust society in pre–World War I England.",3.59,5:1095|4:1974|3:1823|2:557|1:148|total:5597,3449,308,156,Dover Publications,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328865703l/174852._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328865703l/174852._SY75_.jpg,0486431789,9780486431789,https://www.goodreads.com/book/show/174852.The_Man_Who_Knew_Too_Much
21526,19079835,"The Master Key, An Electrical Fairy Tale Founded Upon the Mysteries of Electricity",L. Frank Baum,An electrical fairy tale founded upon the mysteries of electricity and the optimism of its devotees.,3.37,5:49|4:52|3:76|2:33|1:17|total:227,30,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19079835-the-master-key-an-electrical-fairy-tale-founded-upon-the-mysteries-of-e
21527,37575460,Weihnachtserzählungen,Charles Dickens,Und noch ein paar Geschichten von Herrn Dickens: Inhalt: Doktor Marigold Mrs. Lirripers Fremdenpension Die Geschichte des Schuljungen Die Geschichte des armen Verwandten,4.04,5:210441|4:186635|3:110236|2:25358|1:8555|total:541225,3,1,170,Createspace Independent Publishing Platform,ger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515625304l/37575460._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515625304l/37575460._SX50_.jpg,197844429X,9781978444294,https://www.goodreads.com/book/show/37575460-weihnachtserz-hlungen
21528,28922581,"The International Monthly Magazine, Volume 1, No. 1, August 1850: Of Literature, Science and Art.",Various,This work was compiled by Various Authors and despite its age continues to be popular with modern readers,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,74,Createspace Independent Publishing Platform,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1523750553,9781523750559,https://www.goodreads.com/book/show/28922581-the-international-monthly-magazine-volume-1-no-1-august-1850
21529,8209115,The Chauffeur and the Chaperon,C.N. Williamson,,3.27,5:0|4:3|3:8|2:0|1:0|total:11,8,3,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/8209115-the-chauffeur-and-the-chaperon
21530,854274,The Angel of Terror,Edgar Wallace,"<i>The Angel of Terror</i> aka <i>The Destroying Angel</i> Jack Glover of Rennet, Glover and Simpson does not believe his cousin Meredith killed Bulford. Meredith's father was an eccentric and unless Meredith is married by the age of thirty his sister inherits everything. She is dead and Meredith, now in prison, is thirty next Monday. Meanwhile Lydia Beale is struggling to pay her dead father's creditors. When Glover offers her money she is shocked. However, despite the strange conditions attached, it is a proposal she cannot afford to ignore.",3.52,5:86|4:135|3:154|2:48|1:15|total:438,271,41,224,House of Stratus,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420793546l/854274._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420793546l/854274._SY75_.jpg,1842326589,9781842326589,https://www.goodreads.com/book/show/854274.The_Angel_of_Terror
21531,18886641,"Woodwork Joints How they are Set Out, How Made and Where Used.",William Fairham,,3.60,5:10|4:4|3:11|2:4|1:1|total:30,29,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18886641-woodwork-joints-how-they-are-set-out-how-made-and-where-used
21532,20632581,The University of Michigan,Wilfred Byron Shaw,,3.00,5:0|4:0|3:1|2:0|1:0|total:1,1,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/20632581-the-university-of-michigan
21533,19062353,Reincarnation A Study in Human Evolution,Theodore Pascal,,3.94,5:7|4:4|3:4|2:2|1:0|total:17,8,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19062353-reincarnation-a-study-in-human-evolution
21534,19238645,Textiles and Clothing,Kate Heintz Watson,,3.50,5:2|4:3|3:3|2:2|1:0|total:10,8,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19238645-textiles-and-clothing
21535,42004404,Die Schwestern: Drei Novellen (Classic Reprint),Jakob Wassermann,"Excerpt from Die Schwestern: Drei Novellen<br /><br />Der R�nig, Dem ba� Rinb ein 6ngftiidyer unb trinbfinniger 'alicf war, fucbte fie mehr unb mehr n� feinen 'kagen zu entfernen, unb a� fie elf sobre z�hlte, fabicfie er fie in� Riofter (c)anta 932aria be la� (c)uelga� bei %urgo�; fein ntftblufi bieau wurbe Durch ben ﬂ?orfa[l mit Dem englifcben 28inbfpiel bes fr�ftt'gt. 30banna befafi n�mlich ein englifdye� 8inbfpielvon edler Stoffe; fie Ding mit gro�e �iebe awdem 2ier, e6 mu�te De6 Stacbt6 neben ihrem %eite f(R)(afen' fie gab ibm felb 3u freﬂ'en und f�hrte e� felbft in Die (s�rten. (R)a� 2ier war auch feinerfeit� Der jungen (c)errin treu ergeben. ( ine� Stocs dee gefcbab eg, Da� fid) Sohanna Dem (c)d)ldf erbob; e� war ein (c)emitter, und in Danilet 8urcbt fcbeitt fie awn $enfief. Da� qbiapiel ober, mochte e8 nun Durch (R)onnee und %ii� erfcbrecft und erregt fein der ein Sraum feinen 3nftinft getr�bt haben, fnurrte pl��lid; und big Sobanna iu8 %ein. Die ibunde war uns gef�hrlich, Doch 30banna, obwohl fie Da� $ier nnd) eben fo z�rtlich liebte, hatte befdﬂoﬂ'en, e6 mixffe ﬂeeben und nid&gt;t6 ionnte fie von ihrem 'l?orfa5 abbringen. @ie wu�te iid) ein bolcbmeifer au verfcbaifen' Iowie Den (c)und in einen abgelegenen Seil De6 (c)arten� und fdmitt ibm Dort, weim er an ihren 8�fien lag, ruhig und fd7nell Die Reble Durch.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,190,Forgotten Books,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1390272710,9781390272710,https://www.goodreads.com/book/show/42004404-die-schwestern
21536,19429309,Paul the Minstrel and Other Stories Reprinted from The Hill of Trouble and The Isles of Sunset,A.C. Benson,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,4.00,5:0|4:1|3:0|2:0|1:0|total:1,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19429309-paul-the-minstrel-and-other-stories-reprinted-from-the-hill-of-trouble-a
21537,19178276,Expansion and Conflict,William Edward Dodd,,3.29,5:0|4:5|3:0|2:1|1:1|total:7,4,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19178276-expansion-and-conflict
21538,30188115,"Souvenir of the George Borrow Celebration Norwich, July 5th, 1913",James Hooper,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/30188115-souvenir-of-the-george-borrow-celebration-norwich-july-5th-1913
21539,17020,"13 Little Blue Envelopes (Little Blue Envelope, #1)",Maureen Johnson,"Inside little blue envelope 1 are $1,000 and instructions to buy a plane ticket.<br /><br />In envelope 2 are directions to a specific London flat.<br /><br />The note in envelope 3 tells Ginny: Find a starving artist.<br /><br />Because of envelope 4, Ginny and a playwright/thief/ bloke about town called Keith go to Scotland together, with somewhat disastrous though utterly romantic results. But will she ever see him again?<br /><br />Everything about Ginny will change this summer, and it's all because of the 13 little blue envelopes.<br /><br />Ages 12+""",3.64,5:18191|4:24593|3:22527|2:7615|1:2617|total:75543,70358,4047,322,HarperCollins Publishers,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375030179l/17020._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375030179l/17020._SY75_.jpg,0060541431,9780060541439,https://www.goodreads.com/book/show/17020.13_Little_Blue_Envelopes
21540,44878420,High Noon: A New Sequel to Three Weeks,Elinor Glyn,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,344,Wentworth Press,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554882957l/44878420._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554882957l/44878420._SX50_.jpg,0530784769,9780530784762,https://www.goodreads.com/book/show/44878420-high-noon
21541,11446,"Will You Please Be Quiet, Please?",Raymond Carver,"With this, his first collection, Carver breathed new life into the short story. In the pared-down style that has since become his hallmark, Carver showed us how humour and tragedy dwelt in the hearts of ordinary people, and won a readership that grew with every subsequent brilliant collection of stories, poems and essays that appeared in the last eleven years of his life.",4.26,5:6020|4:4691|3:1651|2:359|1:114|total:12835,9955,386,181,Vintage Random House,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360355821l/11446._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360355821l/11446._SY75_.jpg,0099449897,9780099449898,https://www.goodreads.com/book/show/11446.Will_You_Please_Be_Quiet_Please_
21542,11109220,A.R. Rahman: The Spirit Of Music (Free Music Cd),Nasreen Munni Kabir,"When composer A.R. Rahman's first film Roja was released in 1992, his astonishing music with its other-worldly melodies, tonal texture, pulsating rhythms made an instant impact in India. <br /><br />His abundantly flowing talent has given life to the score of over a hundred films, including Dil Se, Bombay, Lagaan, Warriors of Heaven and Earth, 127 Hours and Jodhaa Akbar. According to a recent estimate by the BBC, 150 million Copies of his albums have sold worldwide. <br /><br />A.R. Rahman has won a host of awards, together with a Golden Globe, a Bafta, two Oscars and two Grammys for his score in Slumdog Millionaire. In 2010, he received the Padma Bhusan, the third civilian honour, awarded by the Government of India. <br /><br />Despite all his great success, Rahman remains a deeply private person, shying away from the glitz and glamour of show business. A.R. Rahman, The Spirit of Music is in the form of biographical conversations between the composer and Nasreen Munni Kabir in which we hear of Rahman's amazing journey from modest beginning to an assured place in world music history.",3.94,5:75|4:72|3:57|2:11|1:3|total:218,169,14,215,Om Books International,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510104669l/11109220._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510104669l/11109220._SY75_.jpg,9380070144,9789380070148,https://www.goodreads.com/book/show/11109220-a-r-rahman
21543,19468000,French Pathfinders in North America,William Henry Johnson,,3.50,5:0|4:1|3:1|2:0|1:0|total:2,2,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19468000-french-pathfinders-in-north-america
21544,8576745,Biographie Des Sagamos Illustres de L'Amerique Septentrionale (1848),Maximilien Bibaud,"Extrait: ...le depassa avec ses plus agiles coureurs; il leur echappa cependant, et il etait reserve aux Niantics de le faire prisonnier. Se voyant entoure, il jeta son habit galonne et gagna la riviere. Le pied lui manqua sur une pierre et il tomba sur le rivage. Se relevant aussitot, il s'assit immobile et attendit Menopoide, le guerrier Pequot, qui n'eut pas le courage de l'attaquer. Le premier Anglais qui l'approcha fut un jeune homme du nom de Robert Santon. Le Sachem lui dit un peu dedaigneusement, et en mauvais anglais: You much chile, no understand war; let your Chief come. Il se rendit a Dennison. Conduit a Stomington, il y fut fusille. Les Mohicans tirerent, les Pequots l'ecartelerent, et les Niantics allumerent son bucher. Sa tete fut presentee en plein conseil a Hartford. Ainsi finit, a la fleur de l'age, le dernier des Narraghansetts, le petit neveu de Cananacus, et le fils de Miantonimo. Ses ennemis, exasperes par leurs desastres, le vouerent a la mort. Ainsi les Romains firent perir Jugurtha, qui mourut dans le cachot de Tullianum. Aujourd'hui que la passion de l'epoque est affaiblie, il est permis de pleurer sur le sort de ce noble enfant de l'Amerique du Nord. L'histoire indigene n'offre pas un plus bel exemple de cette generosite chevaleresque avec laquelle l'interessant Conanchel accorda sa protection aux faibles, sacrifia sa puissance et sa liberte a l'honneur, et fut fidele a la voix de ses ancetres. J'admire ce beau patriotisme qui le fit se devouer pour ses dieux et son pays. CHAPITRE XXIII ARGUMENT Nouveaux details sur Uncas--Sa soumission aux Anglais--Ses vices--Il prend partit contre Philippe--Ses guerres--Sa posterite. UNCAS est un nom celebre dans le beau roman de Cooper, le Dernier des Mohicans. Il convient a plusieurs Sachems. Celui qui fait le sujet de ce chapitre, et dont j'ai deja parle si souvent, etait Pequot de naissance. Il descendait meme des Sachems par son pere et...",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,86,Rarebooksclub.com,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381743751l/8576745._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381743751l/8576745._SX50_.jpg,115376282X,9781153762823,https://www.goodreads.com/book/show/8576745-biographie-des-sagamos-illustres-de-l-amerique-septentrionale
21545,29700073,"Trovas Ineditas de Bandarra, Natural Da Villa de Francoza",Gonçalo Annes Bandarra,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,56,Palala Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1341113973,9781341113970,https://www.goodreads.com/book/show/29700073-trovas-ineditas-de-bandarra-natural-da-villa-de-francoza
21546,6730822,"Nero, the Circus Lion: His Many Adventures",Richard Barnum,"Far off in the jungle of Africa lived a family of lions. Africa, you know, is a very hot country, and what we, in this land, would call a forest, or woods, is called a ""jungle"" there. In the jungle grew many trees, and the ground was covered with low vines and bushes so that animals, creeping along, could scarcely be seen. That was why the animals liked the jungle so much; they could roam about in it, play and get their meals, and the black hunters and the white huntsmen who sometimes came to the jungle, could not easily see to shoot the lions, elephants and other beasts.",2.00,5:0|4:0|3:1|2:0|1:1|total:2,2,1,100,Dodo Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1406597147,9781406597141,https://www.goodreads.com/book/show/6730822-nero-the-circus-lion
21547,9146890,The Gap in the Fence,Harriet Louise Jerome,"The book has no illustrations or index. It may have numerous typos or missing text. However, purchasers can download a free scanned copy of the original rare book from the publisher's website (GeneralBooksClub.com). You can also preview excerpts of the book there. Purchasers are also entitled to a free trial membership in the General Books Club where they can select from more than a million books without charge. Original Publisher: Boston: Pilgrim Press; Publication date: 1898; Subjects: Christian life; Conduct of life; Neighbors; Bookbinding;",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,General Books,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1155011643,9781155011646,https://www.goodreads.com/book/show/9146890-the-gap-in-the-fence
21548,41740183,Ystävykset,Grigori Baklanov,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,262,,fin,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/41740183-yst-vykset
