gutenberg_id,goodreads_id,goodreads_title,goodreads_author,goodreads_description,goodreads_average_rating,goodreads_rating_dist,goodreads_ratings_count,goodreads_text_reviews_count,goodreads_num_pages,goodreads_publisher,goodreads_language_code,goodreads_image_url,goodreads_small_image_url,goodreads_isbn,goodreads_isbn_13,goodreads_link
40196,18919792,The Oxford Book of American Essays,Brander Matthews,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,3.66,5:17|4:19|3:20|2:8|1:1|total:65,58,2,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18919792-the-oxford-book-of-american-essays
40197,21840474,The Country-Life Movement in the United States,Liberty Hyde Bailey,"<br /> This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. <br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.<br /><br />",3.00,5:0|4:1|3:2|2:1|1:0|total:4,3,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/21840474-the-country-life-movement-in-the-united-states
40198,19758166,Practical Lithography,Alfred Seymour,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19758166-practical-lithography
40199,2265475,Os Miseráveis - 5 vols.,Victor Hugo,"Romance social marcado por uma vasta análise de costumes da França de meados do século XIX, Os Miseráveis revelam uma grande complexidade tanto ao nível da escrita como da própria intriga, misturando-se intimamente realismo e romantismo.<br />Num contexto histórico que cobre o período entre a batalha de Waterloo e as barricadas de Paris, Vítor Hugo apresenta-nos a história de Jean Valjean, um popular prisioneiro condenado por ter roubado um pão e cuja pena será agravada por tentativa de evasão. Em vez de ser reeducado pela justiça humana para a vida civil, é endurecido no mal.<br />Esta história imbuída de misticismo e maravilhoso é, antes de mais, uma denúncia de todo o tipo de injustiças, espelhando de forma exemplar as contradições e grandezas daquele século.",4.16,5:300973|4:185423|3:94306|2:27870|1:16395|total:624967,57,1,1963,Círculo de Leitores,por,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407601637l/2265475._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407601637l/2265475._SY75_.jpg,,,https://www.goodreads.com/book/show/2265475.Os_Miser_veis_5_vols_
40200,18898009,Exultations,Ezra Pound,,3.72,5:14|4:19|3:19|2:4|1:1|total:57,42,2,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18898009-exultations
40201,21265445,Things seen in Spain,C. Gasquoine Hartley,,2.00,5:0|4:0|3:0|2:1|1:0|total:1,1,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/21265445-things-seen-in-spain
40202,9981268,The Annals of Ann,Kate Trimble Sharber,"Excerpt from The Annals of Ann<br /><br />On these things. I might catch cold in my voice, or cramps in the sea and never get famous; but I'm going to keep this diary any how, and just hand it down to my grandchildren, for nearly every lady can count on them, whether she's famous or infamous.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",3.50,5:1|4:0|3:0|2:1|1:0|total:2,1,1,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355099788l/9981268._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355099788l/9981268._SY75_.jpg,1436643422,9781436643429,https://www.goodreads.com/book/show/9981268-the-annals-of-ann
40203,141263,"Arsène Lupin versus Herlock Sholmes (Arsène Lupin, #2)",Maurice Leblanc,"LeBlanc's creation, gentleman thief Arsene Lupin, is everything you would expect from a French aristocrat -- witty, charming, brilliant, sly . . . and possibly the greatest thief in the world. In this classic tale, Lupin comes up against the only man who may be able to stop him . . . no less than the great British gentleman-detective Herlock Sholmes! Who will emerge triumphant?",3.77,5:517|4:699|3:553|2:150|1:39|total:1958,1284,70,288,Wildside Press,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1587154641,9781587154645,https://www.goodreads.com/book/show/141263.Ars_ne_Lupin_versus_Herlock_Sholmes
40204,25019524,"Punch, or the London Charivari, Vol. 105 December 16, 1893",Various,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/25019524-punch-or-the-london-charivari-vol-105-december-16-1893
40205,18889612,"History of Cleopatra, Queen of Egypt (Makers of History, #13)",Jacob Abbott,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,3.59,5:182|4:204|3:220|2:82|1:32|total:720,457,14,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18889612-history-of-cleopatra-queen-of-egypt
40206,19377363,Bible Studies Essays On Phallic Worship And Other Curious Rites And Customs,Joseph Mazzini Wheeler,,4.00,5:4|4:2|3:2|2:1|1:0|total:9,9,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19377363-bible-studies-essays-on-phallic-worship-and-other-curious-rites-and-cust
40207,18976364,The Christian Doctrine of Hell,Joseph Mazzini Wheeler,,3.12,5:8|4:3|3:5|2:4|1:6|total:26,25,7,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18976364-the-christian-doctrine-of-hell
40208,20441160,Life of Thomas Paine Written Purposely to Bind with his Writings,Richard Carlile,,3.33,5:1|4:0|3:1|2:1|1:0|total:3,2,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/20441160-life-of-thomas-paine-written-purposely-to-bind-with-his-writings
40209,18922378,Marriage In Free Society,Edward Carpenter,,3.50,5:3|4:4|3:4|2:3|1:0|total:14,13,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18922378-marriage-in-free-society
40210,20514347,"Thomas Paine, The Apostle of Liberty An Address Delivered in Chicago, January 29, 1916; Including the Testimony of Five Hundred Witnesses",John E. Remsburg,"Excerpt from Thomas Paine, the Apostle of Liberty: An Address Delivered in Chicago, January 29, 1916, Including the Testimony of Five Hundred Witnesses <br />From time immemorial men have observed the natal days of their gods and heroes. A few weeks ago Christians celebrated the birthday of a god. We come to celebrate the birthday of a man. <br />Within the brief space of twenty-five days occur the anniversaries of the births of the three most remarkable men that have appeared on this continent - Paine, Washington and Lincoln - the Creator, the Defender and the Savior of our Republic. To do honor to the memory of the first of these - to acknowledge our indebtedness to him as a patriot and philosopher, and to extol his virtues as a man - have we assembled here. We come the more willingly and our exercises will be characterized by a deeper earnestness because the one whose merits we celebrate has been the victim of almost infinite injustice. In the popular mind to utter a word in his behalf has been to apologize for wrong to - declare yourself the friend of Paine has been to declare yourself the enemy of man. The world is not prepared to do him full justice yet. Priest-craft, still powerful, uses all its power to prejudice the public mind against him and in too many hearts, where love and gratitude should dwell, ingratitude and hatred have their home. There are those who will condemn this meeting in his name today and some of you may spurn the blossoms I have culled to place upon his tomb. <br />But is it a crime to defend the dead?",3.00,5:0|4:1|3:0|2:1|1:0|total:2,2,1,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/20514347-thomas-paine-the-apostle-of-liberty-an-address-delivered-in-chicago-ja
40211,31081344,"Church Reform: The Only Means to That End Stated in a Letter to Sir Robert Peel, Bart.: First Lord of the Treasury, &c.",Richard Carlile,"This collection of literature attempts to compile many of the classic works that have stood the test of time and offer them at a reduced, affordable price, in an attractive volume so that everyone can enjoy them.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,54,Createspace Independent Publishing Platform,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1535049391,9781535049399,https://www.goodreads.com/book/show/31081344-church-reform
40212,21262430,"A Letter To The Society for the Suppression of Vice, on their Malignant Efforts to Prevent a Free Enquiry After Truth and Reason",Richard Carlile,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/21262430-a-letter-to-the-society-for-the-suppression-of-vice-on-their-malignant
40213,26720464,Œuvres mathématiques,Évariste Galois,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/26720464-uvres-math-matiques
40214,24645093,The Swan and Her Crew or The Adventures of Three Young Naturalists and Sportsmen on the Broads and Rivers of Norfolk,George Christopher Davies,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/24645093-the-swan-and-her-crew-or-the-adventures-of-three-young-naturalists-and-s
40215,10972520,"Descriptive Zoopraxography, Or, the Science of Animal Locomotion Made Popular",Eadweard Muybridge,"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,124,Nabu Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,114934220X,9781149342206,https://www.goodreads.com/book/show/10972520-descriptive-zoopraxography-or-the-science-of-animal-locomotion-made-po
40216,19002465,"The Patriarchs Being Meditations upon Enoch, Noah, Abraham, Isaac, Jacob, Joseph, Job; The Canticles, Heaven and Earth.",John Gifford Bellett,,4.07,5:5|4:7|3:1|2:0|1:1|total:14,14,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19002465-the-patriarchs-being-meditations-upon-enoch-noah-abraham-isaac-jacob
40217,26222172,Der Abend Ein kleines Gespräch,Ferdinand Hardekopf,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/26222172-der-abend-ein-kleines-gespr-ch
40218,19860034,Die Letzte Freude,Emmy Hennings,,4.00,5:1|4:1|3:1|2:0|1:0|total:3,3,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19860034-die-letzte-freude
40219,20935751,The Border Rifles A Tale of the Texan War,Gustave Aimard,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,2.00,5:0|4:0|3:1|2:0|1:1|total:2,1,0,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/20935751-the-border-rifles-a-tale-of-the-texan-war
40220,14315171,How Women Should Ride,C. De Hurst,"HOW WOMEN SHOULD RIDE - 1832, - INTRODUCTION - IT has not beet1 the intention of the author of this little volume to present the reader with elaborate cllapters of technical essays. Entire libraries have been written on the care and management of the hor",2.67,5:1|4:0|3:0|2:1|1:1|total:3,0,0,284,Duff Press,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396231141l/14315171._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396231141l/14315171._SY75_.jpg,1408605554,9781408605554,https://www.goodreads.com/book/show/14315171-how-women-should-ride
40221,382026,Gedichte,Johann Wolfgang von Goethe,,4.19,5:96|4:73|3:35|2:6|1:3|total:213,130,2,,Peter Lang,ger,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3361004918,9783361004917,https://www.goodreads.com/book/show/382026.Gedichte
40222,28046069,Klagen Eines Knaben,Carl Ehrenstein,Klagen eines Knaben by Carl Ehrenstein. This book is a reproduction of the original book published in 1916 and may have some imperfections such as marks or hand-written notes.,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,34,Createspace Independent Publishing Platform,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1519554613,9781519554611,https://www.goodreads.com/book/show/28046069-klagen-eines-knaben
40223,24477901,"British Quarterly Review, American Edition, Volume LIV July and October, 1871",Various,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/24477901-british-quarterly-review-american-edition-volume-liv-july-and-october
40224,31887110,"Evolution of Life and Form: Four Lectures Delivered at the Twenty-Third Anniversary Meeting of the Theosophical Society at Adyar, Madras, 1898",Annie Besant,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",3.42,5:2|4:4|3:3|2:3|1:0|total:12,0,0,166,Palala Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1358252262,9781358252266,https://www.goodreads.com/book/show/31887110-evolution-of-life-and-form
40225,19348511,America Discovered by the Welsh in 1170 A.D.,Benjamin Franklin Bowen,,3.67,5:4|4:1|3:2|2:1|1:1|total:9,8,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19348511-america-discovered-by-the-welsh-in-1170-a-d
40226,24984141,The Fall of Prince Florestan of Monaco,Charles Wentworth Dilke,,3.00,5:0|4:0|3:1|2:0|1:0|total:1,1,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/24984141-the-fall-of-prince-florestan-of-monaco
40227,19228157,The Love Letters of Abelard and Heloise,Héloïse d'Argenteuil,,3.70,5:39|4:37|3:40|2:12|1:5|total:133,74,6,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19228157-the-love-letters-of-abelard-and-heloise
40229,29674601,"History of Randolph-Macon College, Virginia. the Oldest Incorporated Methodist College in America",Richard Irby,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,448,Palala Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1340641348,9781340641344,https://www.goodreads.com/book/show/29674601-history-of-randolph-macon-college-virginia-the-oldest-incorporated-met
40230,20757702,Der Waldbrand,Leopold Schefer,,2.50,5:0|4:1|3:0|2:0|1:1|total:2,2,0,63,Project Gutenberg,ger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391944759l/20757702._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391944759l/20757702._SX50_.jpg,,,https://www.goodreads.com/book/show/20757702-der-waldbrand
40231,23919708,Die Gebete der Demut,Francis Jammes,"Bei diesem Werk handelt es sich um eine urheberrechtsfreie Ausgabe.<br />Der Kauf dieser Kindle-Edition beinhaltet die kostenlose, drahtlose Lieferung auf Ihren Kindle oder Ihre Kindle-Apps.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/23919708-die-gebete-der-demut
40232,31033825,Post-Impressions; An Irresponsible Chronicle,Simeon Strunsky,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,276,Palala Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1356431496,9781356431496,https://www.goodreads.com/book/show/31033825-post-impressions-an-irresponsible-chronicle
40233,32433777,"War Experiences and the Story of the Vicksburg Campaign from Milliken's Bend to July 4, 1863; Being an Accurate and Graphic Account of Campaign Events Taken from the Diary of Capt. J.J. Kellogg, of Co. B 113th Illinois Volunteer Infantry; Volume 1",John Jackson Kellogg,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,Wentworth Press,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476280245l/32433777._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476280245l/32433777._SY75_.jpg,1371102406,9781371102401,https://www.goodreads.com/book/show/32433777-war-experiences-and-the-story-of-the-vicksburg-campaign-from-milliken-s
40234,19400645,The Early Introduction of Bogus Freemasonry in the United States of America and Texas Among Colored Masons,Charles L. Mitchell,,5.00,5:1|4:0|3:0|2:0|1:0|total:1,1,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19400645-the-early-introduction-of-bogus-freemasonry-in-the-united-states-of-amer
40235,19170947,The Expositor's Bible: The Books of Chronicles,William Henry Bennett,,1.00,5:0|4:0|3:0|2:0|1:2|total:2,2,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19170947-the-expositor-s-bible
40236,18921054,"Memoirs of Benjamin Franklin; Written by Himself. [Vol. 1 of 2] With His Most Interesting Essays, Letters, and Miscellaneous Writings; Familiar, Moral, Political, Economical, and Philosophical",Benjamin Franklin,"Excerpt from Memoirs of the Life and Writings of Benjamin Franklin, L. L. D. F. R. S, Vol. 1 <br />The Editor, in ofl'ering this justificatory plea to the public, and taking credit for having exercised so much discretion as to keep these relics in his private custody, till the return of halcyon days and a brightened horison, when their true value might be best appreciated, feels that he has discharged his duty in that manner which the venerable writer himself would have prescribed, could he have anticipated the disorders which have ravaged the most polished and enlightened states since his removal from this scene bf pride and weakness; where nations as well as individuals have their periods of infancy and decrepitude, of moral vigor and wild derangement. <br />About the Publisher <br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a> <br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",4.21,5:49|4:27|3:20|2:4|1:0|total:100,95,4,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/18921054-memoirs-of-benjamin-franklin-written-by-himself-vol-1-of-2-with-his
40237,26288941,The Sea and Other Verses,Alfred Tennyson,"Excerpt:<br /><br />                                        While thus thy gaze<br />Is ever fixed, thou dost exhale thy humid breath,<br />Which to the fecund Air ascends, and presently<br />The vaporous Clouds are born. These, mom and eve, arrayed<br />In irridescent hues, extracts from purest light,<br />Are fairer pictures than a Titian may portray.<br />Nor selfish thou! Upon the winds thy clouds are borne<br />To thirsty lands. In pleasant rain or crystal snow<br />Thy breath to Earth is given; who, in gratitude,<br />Refreshed, now pours into thy veins abundant streams<br />Of thy own food, which, entering the arteries<br />Immense that permeate throughout thy monstrous mass,<br />Becomes the nutriment to all thy utmost parts.<br /><br />[...]",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,136,Forgotten Books,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442815143l/26288941._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442815143l/26288941._SX50_.jpg,1331343445,9781331343448,https://www.goodreads.com/book/show/26288941-the-sea-and-other-verses
